Geography,BusinessLine,Account,SubCategory,Period,Value
GDC,Digital Workplace,JOHNSON & JOHNSON,Telecom costs,003.2024,-0.086773442
GDC,Digital Workplace,JOHNSON & JOHNSON,OM,003.2024,-2.66055956
GDC,Digital Workplace,Intergroup - APAC,Revenue Total,003.2024,-1.556444777
GDC,Digital Workplace,Intergroup - APAC,Revenue Internal,003.2024,-1.556444777
GDC,Digital Workplace,Intergroup - APAC,IR Sales of Service,003.2024,-1.556444777
GDC,Digital Workplace,Intergroup - APAC,Personnel Costs,003.2024,33.20022005
GDC,Digital Workplace,Intergroup - APAC,Contra-accounts,003.2024,33.20022005
GDC,Digital Workplace,Intergroup - APAC,OM,003.2024,31.64377528
GDC,Digital Workplace,Intergroup - GDC,Revenue Total,003.2024,47.49343044
GDC,Digital Workplace,Intergroup - GDC,Revenue Internal,003.2024,47.49343044
GDC,Digital Workplace,Intergroup - GDC,IR Sales of Service,003.2024,47.49343044
GDC,Digital Workplace,Intergroup - GDC,Personnel Costs,003.2024,-71.67972474
GDC,Digital Workplace,Intergroup - GDC,Contra-accounts,003.2024,-71.67972474
GDC,Digital Workplace,Intergroup - GDC,Non-CH,003.2024,-2.222E-07
GDC,Digital Workplace,Intergroup - GDC,Dep of fixed assets,003.2024,-2.222E-07
GDC,Digital Workplace,Intergroup - GDC,OM,003.2024,-24.18629452
GDC,Digital Workplace,Intergroup - Germany,Revenue Total,003.2024,43.90468073
GDC,Digital Workplace,Intergroup - Germany,Revenue External,003.2024,1.571938232
GDC,Digital Workplace,Intergroup - Germany,ER Sales of Service,003.2024,1.571938232
GDC,Digital Workplace,Intergroup - Germany,Revenue Internal,003.2024,42.3327425
GDC,Digital Workplace,Intergroup - Germany,IR Sales of Service,003.2024,42.1130425
GDC,Digital Workplace,Intergroup - Germany,IR Value Added Resale,003.2024,0.2197
GDC,Digital Workplace,Intergroup - Germany,Personnel Costs,003.2024,89.80748938
GDC,Digital Workplace,Intergroup - Germany,Contra-accounts,003.2024,89.80748938
GDC,Digital Workplace,Intergroup - Germany,Non Personnel Costs,003.2024,-0.666709985
GDC,Digital Workplace,Intergroup - Germany,Travel expenses,003.2024,-0.666709985
GDC,Digital Workplace,Intergroup - Germany,OM,003.2024,133.0454601
GDC,Digital Workplace,Intergroup - Iberia,Revenue Total,003.2024,0.77251
GDC,Digital Workplace,Intergroup - Iberia,Revenue Internal,003.2024,0.77251
GDC,Digital Workplace,Intergroup - Iberia,IR Sales of Service,003.2024,0.77251
GDC,Digital Workplace,Intergroup - Iberia,Personnel Costs,003.2024,-0.60934
GDC,Digital Workplace,Intergroup - Iberia,Contra-accounts,003.2024,-0.60934
GDC,Digital Workplace,Intergroup - Iberia,OM,003.2024,0.16317
GDC,Digital Workplace,Intergroup - MEA,Revenue Total,003.2024,-0.053036433
GDC,Digital Workplace,Intergroup - MEA,Revenue Internal,003.2024,-0.053036433
GDC,Digital Workplace,Intergroup - MEA,IR Sales of Service,003.2024,-0.053036433
GDC,Digital Workplace,Intergroup - MEA,Personnel Costs,003.2024,2.336575128
GDC,Digital Workplace,Intergroup - MEA,Contra-accounts,003.2024,2.336575128
GDC,Digital Workplace,Intergroup - MEA,OM,003.2024,2.283538695
GDC,Digital Workplace,Intergroup - MEV,Revenue Total,003.2024,0.952617575
GDC,Digital Workplace,Intergroup - MEV,Revenue Internal,003.2024,0.952617575
GDC,Digital Workplace,Intergroup - MEV,IR Sales of Service,003.2024,0.952617575
GDC,Digital Workplace,Intergroup - MEV,Personnel Costs,003.2024,0.797978937
GDC,Digital Workplace,Intergroup - MEV,Contra-accounts,003.2024,0.797978937
GDC,Digital Workplace,Intergroup - MEV,OM,003.2024,1.750596512
GDC,Digital Workplace,Intergroup - NAO,Revenue Total,003.2024,-80.08330255
GDC,Digital Workplace,Intergroup - NAO,Revenue Internal,003.2024,-80.08330255
GDC,Digital Workplace,Intergroup - NAO,IR Sales of Service,003.2024,-80.08330255
GDC,Digital Workplace,Intergroup - NAO,Personnel Costs,003.2024,381.6907994
GDC,Digital Workplace,Intergroup - NAO,Contra-accounts,003.2024,381.6907994
GDC,Digital Workplace,Intergroup - NAO,OM,003.2024,301.6074968
GDC,Digital Workplace,Intergroup - SAM,Revenue Total,003.2024,20.83222672
GDC,Digital Workplace,Intergroup - SAM,Revenue Internal,003.2024,20.83222672
GDC,Digital Workplace,Intergroup - SAM,IR Sales of Service,003.2024,20.83222672
GDC,Digital Workplace,Intergroup - SAM,Personnel Costs,003.2024,-6.141241148
GDC,Digital Workplace,Intergroup - SAM,Contra-accounts,003.2024,-6.141241148
GDC,Digital Workplace,Intergroup - SAM,Non Personnel Costs,003.2024,12.93595352
GDC,Digital Workplace,Intergroup - SAM,Telecom costs,003.2024,12.93595352
GDC,Digital Workplace,Intergroup - SAM,OM,003.2024,27.6269391
GDC,Digital Workplace,Intergroup - UKI,Revenue Total,003.2024,38.13927698
GDC,Digital Workplace,Intergroup - UKI,Revenue Internal,003.2024,38.13927698
GDC,Digital Workplace,Intergroup - UKI,IR Sales of Service,003.2024,38.13927698
GDC,Digital Workplace,Intergroup - UKI,Personnel Costs,003.2024,98.46411994
GDC,Digital Workplace,Intergroup - UKI,Subco Direct,003.2024,-1.07286345
GDC,Digital Workplace,Intergroup - UKI,Subco Direct External,003.2024,-1.07286345
GDC,Digital Workplace,Intergroup - UKI,Contra-accounts,003.2024,99.53698339
GDC,Digital Workplace,Intergroup - UKI,OM,003.2024,136.6033969
GDC,Digital Workplace,Intergroup -BTN,Revenue Total,003.2024,9.329804826
GDC,Digital Workplace,Intergroup -BTN,Revenue Internal,003.2024,9.329804826
GDC,Digital Workplace,Intergroup -BTN,IR Sales of Service,003.2024,9.329804826
GDC,Digital Workplace,Intergroup -BTN,Personnel Costs,003.2024,23.17929954
GDC,Digital Workplace,Intergroup -BTN,Subco Direct,003.2024,-1.09670486
GDC,Digital Workplace,Intergroup -BTN,Subco Direct External,003.2024,-1.09670486
GDC,Digital Workplace,Intergroup -BTN,Contra-accounts,003.2024,24.2760044
GDC,Digital Workplace,Intergroup -BTN,OM,003.2024,32.50910436
GDC,Digital Workplace,Intergroup -CEE,Revenue Total,003.2024,0.512496325
GDC,Digital Workplace,Intergroup -CEE,Revenue Internal,003.2024,0.512496325
GDC,Digital Workplace,Intergroup -CEE,IR Sales of Service,003.2024,0.512496325
GDC,Digital Workplace,Intergroup -CEE,Personnel Costs,003.2024,9.169228955
GDC,Digital Workplace,Intergroup -CEE,Contra-accounts,003.2024,9.169228955
GDC,Digital Workplace,Intergroup -CEE,Non Personnel Costs,003.2024,-4.79339018
GDC,Digital Workplace,Intergroup -CEE,Maintenance,003.2024,-4.79339018
GDC,Digital Workplace,Intergroup -CEE,Non-CH,003.2024,-0.658921392
GDC,Digital Workplace,Intergroup -CEE,Dep of fixed assets,003.2024,-0.658921392
GDC,Digital Workplace,Intergroup -CEE,OM,003.2024,4.229413708
GDC,Digital Workplace,Intergroup – France,Revenue Total,003.2024,0.192908443
GDC,Digital Workplace,Intergroup – France,Revenue Internal,003.2024,0.192908443
GDC,Digital Workplace,Intergroup – France,IR Sales of Service,003.2024,0.192908443
GDC,Digital Workplace,Intergroup – France,Personnel Costs,003.2024,88.20519839
GDC,Digital Workplace,Intergroup – France,Contra-accounts,003.2024,88.20519839
GDC,Digital Workplace,Intergroup – France,OM,003.2024,88.39810684
GDC,Digital Workplace,Intergroup – Global Struture,Revenue Total,003.2024,14.47747629
GDC,Digital Workplace,Intergroup – Global Struture,Revenue Internal,003.2024,14.47747629
GDC,Digital Workplace,Intergroup – Global Struture,IR Sales of Service,003.2024,14.47747629
GDC,Digital Workplace,Intergroup – Global Struture,Personnel Costs,003.2024,5.554199994
GDC,Digital Workplace,Intergroup – Global Struture,Contra-accounts,003.2024,5.554199994
GDC,Digital Workplace,Intergroup – Global Struture,OM,003.2024,20.03167628
GDC,Digital Workplace,Not assigned,Revenue Total,003.2024,241.1815461
GDC,Digital Workplace,Not assigned,Revenue Internal,003.2024,241.1815461
GDC,Digital Workplace,Not assigned,IR Sales of Service,003.2024,241.1815461
GDC,Digital Workplace,Not assigned,COGS,003.2024,-0.079992
GDC,Digital Workplace,Not assigned,COGS - Purchase for reselling,003.2024,-0.079992
GDC,Digital Workplace,Not assigned,Personnel Costs,003.2024,645.0934149
GDC,Digital Workplace,Not assigned,Personnel Expenses,003.2024,-11041.30892
GDC,Digital Workplace,Not assigned,Personnel Expenses Direct,003.2024,-11015.24729
GDC,Digital Workplace,Not assigned,Personnel Expenses Indirect,003.2024,-26.06163781
GDC,Digital Workplace,Not assigned,Subco Direct,003.2024,-873.4453902
GDC,Digital Workplace,Not assigned,Subco Direct Internal,003.2024,57.8081362
GDC,Digital Workplace,Not assigned,Subco Direct External,003.2024,-931.2535264
GDC,Digital Workplace,Not assigned,Outsourced Services Direct,003.2024,-629.3763899
GDC,Digital Workplace,Not assigned,Outsourced Services Direct Internal,003.2024,-205.6706372
GDC,Digital Workplace,Not assigned,Outsourced Services Direct External,003.2024,-423.7057527
GDC,Digital Workplace,Not assigned,Global Recharge Direct,003.2024,-380.9050696
GDC,Digital Workplace,Not assigned,Contra-accounts,003.2024,13570.12919
GDC,Digital Workplace,Not assigned,Non Personnel Costs,003.2024,-1177.401448
GDC,Digital Workplace,Not assigned,Maintenance,003.2024,-102.1032054
GDC,Digital Workplace,Not assigned,Rent,003.2024,-347.8893143
GDC,Digital Workplace,Not assigned,Other Lease,003.2024,-295.7331278
GDC,Digital Workplace,Not assigned,Telecom costs,003.2024,-125.7692357
GDC,Digital Workplace,Not assigned,Taxes and Similar expenses,003.2024,5.649398973
GDC,Digital Workplace,Not assigned,Other means of production,003.2024,-37.51602098
GDC,Digital Workplace,Not assigned,Travel expenses,003.2024,-67.00605117
GDC,Digital Workplace,Not assigned,Company cars related costs,003.2024,-26.28642695
GDC,Digital Workplace,Not assigned,Subcos costs Indirect,003.2024,-0.97943
GDC,Digital Workplace,Not assigned,Outsourced Services Indirect,003.2024,-0.667110616
GDC,Digital Workplace,Not assigned,Other insurance Premiums,003.2024,-17.25662807
GDC,Digital Workplace,Not assigned,Comm & Marketing costs,003.2024,-20.54146667
GDC,Digital Workplace,Not assigned,Professional fees,003.2024,-100.0815284
GDC,Digital Workplace,Not assigned,Other expenses,003.2024,-74.14875693
GDC,Digital Workplace,Not assigned,NPC Offshore/IC/Regional costs,003.2024,25.69596783
GDC,Digital Workplace,Not assigned,Global Recharge Indirect,003.2024,7.23148834
GDC,Digital Workplace,Not assigned,Non-CH,003.2024,-161.0896813
GDC,Digital Workplace,Not assigned,Dep of fixed assets,003.2024,-148.2494335
GDC,Digital Workplace,Not assigned,Gains & Losses on Disp of Assets,003.2024,0.692398212
GDC,Digital Workplace,Not assigned,Trade Receivable written off,003.2024,-13.53264593
GDC,Digital Workplace,Not assigned,OM,003.2024,-452.29616
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue Total,003.2024,4.30804662
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue External,003.2024,4.30804662
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Sales of Service,003.2024,4.30804662
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Personnel Costs,003.2024,-3.590037998
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Contra-accounts,003.2024,-3.590037998
GDC,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),OM,003.2024,0.718008621
GDC,Hybrid Cloud Infra,JOHNSON & JOHNSON,Personnel Costs,003.2024,0.288414489
GDC,Hybrid Cloud Infra,JOHNSON & JOHNSON,Subco Direct,003.2024,0.288414489
GDC,Hybrid Cloud Infra,JOHNSON & JOHNSON,Subco Direct External,003.2024,0.288414489
GDC,Hybrid Cloud Infra,JOHNSON & JOHNSON,OM,003.2024,0.288414489
GDC,Hybrid Cloud Infra,Intergroup - APAC,Revenue Total,003.2024,-64.30903025
GDC,Hybrid Cloud Infra,Intergroup - APAC,Revenue External,003.2024,-65.66388851
GDC,Hybrid Cloud Infra,Intergroup - APAC,ER Sales of Service,003.2024,-65.66388851
GDC,Hybrid Cloud Infra,Intergroup - APAC,Revenue Internal,003.2024,1.354858255
GDC,Hybrid Cloud Infra,Intergroup - APAC,IR Sales of Service,003.2024,1.354858255
GDC,Hybrid Cloud Infra,Intergroup - APAC,Personnel Costs,003.2024,26.18624279
GDC,Hybrid Cloud Infra,Intergroup - APAC,Contra-accounts,003.2024,26.18624279
GDC,Hybrid Cloud Infra,Intergroup - APAC,OM,003.2024,-38.12278747
GDC,Hybrid Cloud Infra,Intergroup - GCH,Revenue Total,003.2024,57.74777483
GDC,Hybrid Cloud Infra,Intergroup - GCH,Revenue Internal,003.2024,57.74777483
GDC,Hybrid Cloud Infra,Intergroup - GCH,IR Sales of Service,003.2024,57.74777483
GDC,Hybrid Cloud Infra,Intergroup - GCH,Non-CH,003.2024,-0.018332125
GDC,Hybrid Cloud Infra,Intergroup - GCH,Dep of fixed assets,003.2024,-0.018332125
GDC,Hybrid Cloud Infra,Intergroup - GCH,OM,003.2024,57.72944271
GDC,Hybrid Cloud Infra,Intergroup - GDC,Revenue Total,003.2024,2.61669693
GDC,Hybrid Cloud Infra,Intergroup - GDC,Revenue Internal,003.2024,2.61669693
GDC,Hybrid Cloud Infra,Intergroup - GDC,IR Sales of Service,003.2024,2.61669693
GDC,Hybrid Cloud Infra,Intergroup - GDC,Personnel Costs,003.2024,-30.26455348
GDC,Hybrid Cloud Infra,Intergroup - GDC,Personnel Expenses,003.2024,17.9982
GDC,Hybrid Cloud Infra,Intergroup - GDC,Personnel Expenses Direct,003.2024,17.9982
GDC,Hybrid Cloud Infra,Intergroup - GDC,Outsourced Services Direct,003.2024,-4.966248
GDC,Hybrid Cloud Infra,Intergroup - GDC,Outsourced Services Direct Internal,003.2024,-4.966248
GDC,Hybrid Cloud Infra,Intergroup - GDC,Contra-accounts,003.2024,-43.29650548
GDC,Hybrid Cloud Infra,Intergroup - GDC,OM,003.2024,-27.64785655
GDC,Hybrid Cloud Infra,Intergroup - Germany,Revenue Total,003.2024,96.76482591
GDC,Hybrid Cloud Infra,Intergroup - Germany,Revenue External,003.2024,43.60528348
GDC,Hybrid Cloud Infra,Intergroup - Germany,ER Sales of Service,003.2024,43.60528348
GDC,Hybrid Cloud Infra,Intergroup - Germany,Revenue Internal,003.2024,53.15954243
GDC,Hybrid Cloud Infra,Intergroup - Germany,IR Sales of Service,003.2024,52.25556413
GDC,Hybrid Cloud Infra,Intergroup - Germany,IR Other,003.2024,0.903978309
GDC,Hybrid Cloud Infra,Intergroup - Germany,Personnel Costs,003.2024,291.3919519
GDC,Hybrid Cloud Infra,Intergroup - Germany,Outsourced Services Direct,003.2024,-1.23321
GDC,Hybrid Cloud Infra,Intergroup - Germany,Outsourced Services Direct External,003.2024,-1.23321
GDC,Hybrid Cloud Infra,Intergroup - Germany,Contra-accounts,003.2024,292.6251619
GDC,Hybrid Cloud Infra,Intergroup - Germany,Non Personnel Costs,003.2024,-0.072215
GDC,Hybrid Cloud Infra,Intergroup - Germany,Maintenance,003.2024,-0.072215
GDC,Hybrid Cloud Infra,Intergroup - Germany,Non-CH,003.2024,-2.222E-07
GDC,Hybrid Cloud Infra,Intergroup - Germany,Dep of fixed assets,003.2024,-2.222E-07
GDC,Hybrid Cloud Infra,Intergroup - Germany,OM,003.2024,388.0845625
GDC,Hybrid Cloud Infra,Intergroup - MEA,Revenue Total,003.2024,4.249900856
GDC,Hybrid Cloud Infra,Intergroup - MEA,Revenue Internal,003.2024,4.249900856
GDC,Hybrid Cloud Infra,Intergroup - MEA,IR Sales of Service,003.2024,4.249900856
GDC,Hybrid Cloud Infra,Intergroup - MEA,Personnel Costs,003.2024,4.040624649
GDC,Hybrid Cloud Infra,Intergroup - MEA,Contra-accounts,003.2024,4.040624649
GDC,Hybrid Cloud Infra,Intergroup - MEA,OM,003.2024,8.290525506
GDC,Hybrid Cloud Infra,Intergroup - MEV,Revenue Total,003.2024,-0.35856632
GDC,Hybrid Cloud Infra,Intergroup - MEV,Revenue Internal,003.2024,-0.35856632
GDC,Hybrid Cloud Infra,Intergroup - MEV,IR Sales of Service,003.2024,-0.35856632
GDC,Hybrid Cloud Infra,Intergroup - MEV,Personnel Costs,003.2024,6.413471228
GDC,Hybrid Cloud Infra,Intergroup - MEV,Contra-accounts,003.2024,6.413471228
GDC,Hybrid Cloud Infra,Intergroup - MEV,OM,003.2024,6.054904908
GDC,Hybrid Cloud Infra,Intergroup - NAO,Revenue Total,003.2024,21.22617477
GDC,Hybrid Cloud Infra,Intergroup - NAO,Revenue Internal,003.2024,21.22617477
GDC,Hybrid Cloud Infra,Intergroup - NAO,IR Sales of Service,003.2024,21.22617477
GDC,Hybrid Cloud Infra,Intergroup - NAO,Personnel Costs,003.2024,-76.06198804
GDC,Hybrid Cloud Infra,Intergroup - NAO,Contra-accounts,003.2024,-76.06198804
GDC,Hybrid Cloud Infra,Intergroup - NAO,Non Personnel Costs,003.2024,-0.136560343
GDC,Hybrid Cloud Infra,Intergroup - NAO,Telecom costs,003.2024,-0.136560343
GDC,Hybrid Cloud Infra,Intergroup - NAO,OM,003.2024,-54.97237361
GDC,Hybrid Cloud Infra,Intergroup - SAM,Revenue Total,003.2024,-2.141598145
GDC,Hybrid Cloud Infra,Intergroup - SAM,Revenue Internal,003.2024,-2.141598145
GDC,Hybrid Cloud Infra,Intergroup - SAM,IR Sales of Service,003.2024,-2.141598145
GDC,Hybrid Cloud Infra,Intergroup - SAM,Personnel Costs,003.2024,-0.50142018
GDC,Hybrid Cloud Infra,Intergroup - SAM,Contra-accounts,003.2024,-0.50142018
GDC,Hybrid Cloud Infra,Intergroup - SAM,OM,003.2024,-2.643018325
GDC,Hybrid Cloud Infra,Intergroup - UKI,Revenue Total,003.2024,19.96678896
GDC,Hybrid Cloud Infra,Intergroup - UKI,Revenue Internal,003.2024,19.96678896
GDC,Hybrid Cloud Infra,Intergroup - UKI,IR Sales of Service,003.2024,19.96678896
GDC,Hybrid Cloud Infra,Intergroup - UKI,COGS,003.2024,-1.249875
GDC,Hybrid Cloud Infra,Intergroup - UKI,COGS - Purchase for reselling,003.2024,-1.249875
GDC,Hybrid Cloud Infra,Intergroup - UKI,Personnel Costs,003.2024,-4.016627597
GDC,Hybrid Cloud Infra,Intergroup - UKI,Contra-accounts,003.2024,-4.016627597
GDC,Hybrid Cloud Infra,Intergroup - UKI,Non Personnel Costs,003.2024,-0.21186068
GDC,Hybrid Cloud Infra,Intergroup - UKI,Other means of production,003.2024,-0.15462196
GDC,Hybrid Cloud Infra,Intergroup - UKI,Travel expenses,003.2024,-0.05723872
GDC,Hybrid Cloud Infra,Intergroup - UKI,Non-CH,003.2024,-0.154356658
GDC,Hybrid Cloud Infra,Intergroup - UKI,Dep of fixed assets,003.2024,-0.154356658
GDC,Hybrid Cloud Infra,Intergroup - UKI,OM,003.2024,14.33406902
GDC,Hybrid Cloud Infra,Intergroup -BTN,Revenue Total,003.2024,39.28593724
GDC,Hybrid Cloud Infra,Intergroup -BTN,Revenue External,003.2024,22.05860503
GDC,Hybrid Cloud Infra,Intergroup -BTN,ER Sales of Service,003.2024,22.05860503
GDC,Hybrid Cloud Infra,Intergroup -BTN,Revenue Internal,003.2024,17.22733221
GDC,Hybrid Cloud Infra,Intergroup -BTN,IR Sales of Service,003.2024,17.22733221
GDC,Hybrid Cloud Infra,Intergroup -BTN,Personnel Costs,003.2024,118.6192082
GDC,Hybrid Cloud Infra,Intergroup -BTN,Subco Direct,003.2024,-0.300401766
GDC,Hybrid Cloud Infra,Intergroup -BTN,Subco Direct External,003.2024,-0.300401766
GDC,Hybrid Cloud Infra,Intergroup -BTN,Contra-accounts,003.2024,118.91961
GDC,Hybrid Cloud Infra,Intergroup -BTN,OM,003.2024,157.9051455
GDC,Hybrid Cloud Infra,Intergroup -CEE,Revenue Total,003.2024,0.418832101
GDC,Hybrid Cloud Infra,Intergroup -CEE,Revenue Internal,003.2024,0.418832101
GDC,Hybrid Cloud Infra,Intergroup -CEE,IR Sales of Service,003.2024,0.418832101
GDC,Hybrid Cloud Infra,Intergroup -CEE,Personnel Costs,003.2024,2.55732842
GDC,Hybrid Cloud Infra,Intergroup -CEE,Contra-accounts,003.2024,2.55732842
GDC,Hybrid Cloud Infra,Intergroup -CEE,OM,003.2024,2.976160521
GDC,Hybrid Cloud Infra,Intergroup – France,Revenue Total,003.2024,-6.596137646
GDC,Hybrid Cloud Infra,Intergroup – France,Revenue Internal,003.2024,-6.596137646
GDC,Hybrid Cloud Infra,Intergroup – France,IR Sales of Service,003.2024,-6.596137646
GDC,Hybrid Cloud Infra,Intergroup – France,Personnel Costs,003.2024,173.3914051
GDC,Hybrid Cloud Infra,Intergroup – France,Subco Direct,003.2024,-0.386230842
GDC,Hybrid Cloud Infra,Intergroup – France,Subco Direct External,003.2024,-0.386230842
GDC,Hybrid Cloud Infra,Intergroup – France,Contra-accounts,003.2024,173.777636
GDC,Hybrid Cloud Infra,Intergroup – France,Non-CH,003.2024,-2.6664E-06
GDC,Hybrid Cloud Infra,Intergroup – France,Dep of fixed assets,003.2024,-2.6664E-06
GDC,Hybrid Cloud Infra,Intergroup – France,OM,003.2024,166.7952648
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Revenue Total,003.2024,315.729403
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Revenue Internal,003.2024,315.729403
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,IR Sales of Service,003.2024,315.729403
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,COGS,003.2024,-329.7580209
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,COGS - Purchase for reselling,003.2024,-329.7580209
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Personnel Costs,003.2024,135.0477846
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Subco Direct,003.2024,-0.64371807
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Subco Direct External,003.2024,-0.64371807
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,Contra-accounts,003.2024,135.6915026
GDC,Hybrid Cloud Infra,Intergroup – Global Struture,OM,003.2024,121.0191667
GDC,Hybrid Cloud Infra,Not assigned,Revenue Total,003.2024,1404.229816
GDC,Hybrid Cloud Infra,Not assigned,Revenue Internal,003.2024,1404.229816
GDC,Hybrid Cloud Infra,Not assigned,IR Sales of Service,003.2024,1404.229816
GDC,Hybrid Cloud Infra,Not assigned,COGS,003.2024,-0.30269195
GDC,Hybrid Cloud Infra,Not assigned,COGS - Purchase for reselling,003.2024,-0.30269195
GDC,Hybrid Cloud Infra,Not assigned,Personnel Costs,003.2024,334.3677756
GDC,Hybrid Cloud Infra,Not assigned,Personnel Expenses,003.2024,-17088.15287
GDC,Hybrid Cloud Infra,Not assigned,Personnel Expenses Direct,003.2024,-17086.74647
GDC,Hybrid Cloud Infra,Not assigned,Personnel Expenses Indirect,003.2024,-1.406401457
GDC,Hybrid Cloud Infra,Not assigned,Subco Direct,003.2024,-1077.522184
GDC,Hybrid Cloud Infra,Not assigned,Subco Direct Internal,003.2024,-308.7250347
GDC,Hybrid Cloud Infra,Not assigned,Subco Direct External,003.2024,-768.7971498
GDC,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct,003.2024,-20.47768346
GDC,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct Internal,003.2024,-94.28156749
GDC,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct External,003.2024,73.80388402
GDC,Hybrid Cloud Infra,Not assigned,Global Recharge Direct,003.2024,-431.6687933
GDC,Hybrid Cloud Infra,Not assigned,Contra-accounts,003.2024,18952.18931
GDC,Hybrid Cloud Infra,Not assigned,Non Personnel Costs,003.2024,-1262.963324
GDC,Hybrid Cloud Infra,Not assigned,Maintenance,003.2024,53.02548631
GDC,Hybrid Cloud Infra,Not assigned,Rent,003.2024,-263.4190836
GDC,Hybrid Cloud Infra,Not assigned,Other Lease,003.2024,-788.3973367
GDC,Hybrid Cloud Infra,Not assigned,Telecom costs,003.2024,-109.9999287
GDC,Hybrid Cloud Infra,Not assigned,Taxes and Similar expenses,003.2024,141.4105695
GDC,Hybrid Cloud Infra,Not assigned,Other means of production,003.2024,-58.98701833
GDC,Hybrid Cloud Infra,Not assigned,Travel expenses,003.2024,-42.10260591
GDC,Hybrid Cloud Infra,Not assigned,Company cars related costs,003.2024,6.687928129
GDC,Hybrid Cloud Infra,Not assigned,Outsourced Services Indirect,003.2024,19.48292329
GDC,Hybrid Cloud Infra,Not assigned,Other insurance Premiums,003.2024,-2.812541169
GDC,Hybrid Cloud Infra,Not assigned,Comm & Marketing costs,003.2024,-28.13047093
GDC,Hybrid Cloud Infra,Not assigned,Professional fees,003.2024,-132.3133089
GDC,Hybrid Cloud Infra,Not assigned,Other expenses,003.2024,-114.1965619
GDC,Hybrid Cloud Infra,Not assigned,NPC Offshore/IC/Regional costs,003.2024,58.63537626
GDC,Hybrid Cloud Infra,Not assigned,Global Recharge Indirect,003.2024,-1.846750989
GDC,Hybrid Cloud Infra,Not assigned,Non-CH,003.2024,-248.2313293
GDC,Hybrid Cloud Infra,Not assigned,Dep of fixed assets,003.2024,-206.3086842
GDC,Hybrid Cloud Infra,Not assigned,Gains & Losses on Disp of Assets,003.2024,1.156740884
GDC,Hybrid Cloud Infra,Not assigned,Trade Receivable written off,003.2024,-45.84957725
GDC,Hybrid Cloud Infra,Not assigned,Capitalized Production,003.2024,2.770191295
GDC,Hybrid Cloud Infra,Not assigned,OM,003.2024,227.1002471
GDC,Digital Broadcast Platfom,Intergroup - Germany,Personnel Costs,003.2024,6.278183318
GDC,Digital Broadcast Platfom,Intergroup - Germany,Contra-accounts,003.2024,6.278183318
GDC,Digital Broadcast Platfom,Intergroup - Germany,Non Personnel Costs,003.2024,-6.278183318
GDC,Digital Broadcast Platfom,Intergroup - Germany,NPC Offshore/IC/Regional costs,003.2024,-6.278183318
GDC,Digital Broadcast Platfom,Intergroup - MEA,Revenue Total,003.2024,-12.49292836
GDC,Digital Broadcast Platfom,Intergroup - MEA,Revenue Internal,003.2024,-12.49292836
GDC,Digital Broadcast Platfom,Intergroup - MEA,IR Sales of Service,003.2024,-12.49292836
GDC,Digital Broadcast Platfom,Intergroup - MEA,Personnel Costs,003.2024,16.07776584
GDC,Digital Broadcast Platfom,Intergroup - MEA,Contra-accounts,003.2024,16.07776584
GDC,Digital Broadcast Platfom,Intergroup - MEA,Non Personnel Costs,003.2024,-4.460842649
GDC,Digital Broadcast Platfom,Intergroup - MEA,Maintenance,003.2024,-4.311475254
GDC,Digital Broadcast Platfom,Intergroup - MEA,Travel expenses,003.2024,-0.149367395
GDC,Digital Broadcast Platfom,Intergroup - MEA,OM,003.2024,-0.876005169
GDC,Digital Broadcast Platfom,Not assigned,Revenue Total,003.2024,8.336621699
GDC,Digital Broadcast Platfom,Not assigned,Revenue Internal,003.2024,8.336621699
GDC,Digital Broadcast Platfom,Not assigned,IR Sales of Service,003.2024,8.336621699
GDC,Digital Broadcast Platfom,Not assigned,Personnel Costs,003.2024,-225.0026358
GDC,Digital Broadcast Platfom,Not assigned,Personnel Expenses,003.2024,-495.2173264
GDC,Digital Broadcast Platfom,Not assigned,Personnel Expenses Direct,003.2024,-495.2173264
GDC,Digital Broadcast Platfom,Not assigned,Subco Direct,003.2024,-25.45401314
GDC,Digital Broadcast Platfom,Not assigned,Subco Direct Internal,003.2024,-1.158541264
GDC,Digital Broadcast Platfom,Not assigned,Subco Direct External,003.2024,-24.29547188
